code_postal;code_insee;nom_commune;libelle_acheminement
01000;01053;Bourg-en-Bresse;BOURG-EN-BRESSE
01000;01344;Saint-Denis-lès-Bourg;SAINT-DENIS-LES-BOURG
01090;01165;Francheleins;FRANCHELEINS
01090;01169;Genouilleux;GENOUILLEUX
01090;01183;Guéreins;GUEREINS
01090;01225;Lurcy;LURCY
01090;01258;Montceaux;MONTCEAUX
01090;01263;Montmerle-sur-Saône;MONTMERLE-SUR-SAONE
01100;01011;Apremont;APREMONT
01100;01014;Arbent;ARBENT
01100;01031;Bellignat;BELLIGNAT
01100;01181;Groissiat;GROISSIAT
01100;01171;Géovreisset;GEOVREISSET
01100;01237;Martignat;MARTIGNAT
01100;01283;Oyonnax;OYONNAX
01110;01012;Aranc;ARANC
01110;01060;Brénod;BRENOD
01110;01080;Champdor-Corcelles;CHAMPDOR-CORCELLES
01110;01121;Corlier;CORLIER
01110;01185;Plateau d'Hauteville;PLATEAU D'HAUTEVILLE
01110;01311;Prémillieu;PREMILLIEU
01120;01142;Dagneux;DAGNEUX
01120;01049;La Boisse;LA BOISSE
01120;01262;Montluel;MONTLUEL
01120;01276;Niévroz;NIEVROZ
01120;01297;Pizay;PIZAY
01120;01342;Sainte-Croix;SAINTE-CROIX
01120;01418;Thil;THIL
01130;01035;Belleydoux;BELLEYDOUX
01130;01087;Charix;CHARIX
01130;01174;Giron;GIRON
01130;01204;Le Poizat-Lalleyriat;LE POIZAT-LALLEYRIAT
01130;01274;Les Neyrolles;LES NEYROLLES
01130;01269;Nantua;NANTUA
01130;01298;Plagne;PLAGNE
01130;01357;Saint-Germain-de-Joux;ST-GERMAIN-DE-JOUX
01130;01152;Échallon;ECHALLON
01140;01167;Garnerans;GARNERANS
01140;01188;Illiat;ILLIAT
01140;01252;Mogneneins;MOGNENEINS
01140;01295;Peyzieux-sur-Saône;PEYZIEUX-SUR-SAONE
01140;01348;Saint-Didier-sur-Chalaronne;SAINT-DIDIER-SUR-CHALARONNE
01140;01351;Saint-Étienne-sur-Chalaronne;ST-ETIENNE-SUR-CHALARONNE
01140;01420;Thoissey;THOISSEY
01140;01428;Valeins;VALEINS
01150;01047;Blyes;BLYES
01150;01099;Chazey-sur-Ain;CHAZEY-SUR-AIN
01150;01202;Lagnieu;LAGNIEU
01150;01213;Leyment;LEYMENT
01150;01386;Saint-Sorlin-en-Bugey;SAINT-SORLIN-EN-BUGEY
01150;01390;Saint-Vulbas;SAINT-VULBAS
01150;01366;Sainte-Julie;SAINTE-JULIE
01150;01396;Sault-Brénaz;SAULT-BRENAZ
01150;01411;Souclin;SOUCLIN
01150;01431;Vaux-en-Bugey;VAUX-EN-BUGEY
01150;01444;Villebois;VILLEBOIS
01160;01151;Druillat;DRUILLAT
01160;01425;La Tranclière;LA TRANCLIERE
01160;01273;Neuville-sur-Ain;NEUVILLE-SUR-AIN
01160;01304;Pont-d'Ain;PONT-D AIN
01160;01314;Priay;PRIAY
01160;01374;Saint-Martin-du-Mont;SAINT-MARTIN-DU-MONT
01160;01430;Varambon;VARAMBON
01170;01071;Cessy;CESSY
01170;01103;Chevry;CHEVRY
01170;01135;Crozet;CROZET
01170;01173;Gex;GEX
01170;01247;Mijoux;MIJOUX
01170;01399;Ségny;SEGNY
01170;01436;Vesancy;VESANCY
01170;01153;Échenevex;ECHENEVEX
01190;01016;Arbigny;ARBIGNY
01190;01050;Boissey;BOISSEY
01190;01057;Boz;BOZ
01190;01094;Chavannes-sur-Reyssouze;CHAVANNES-SUR-REYSSOUZE
01190;01102;Chevroux;CHEVROUX
01190;01175;Gorrevod;GORREVOD
01190;01284;Ozan;OZAN
01190;01305;Pont-de-Vaux;PONT-DE-VAUX
01190;01323;Reyssouze;REYSSOUZE
01190;01337;Saint-Bénigne;SAINT-BENIGNE
01190;01352;Saint-Étienne-sur-Reyssouze;ST ETIENNE-SUR-REYSSOUZE
01190;01402;Sermoyer;SERMOYER
01200;01044;Billiat;BILLIAT
01200;01104;Chézery-Forens;CHEZERY-FORENS
01200;01114;Confort;CONFORT
01200;01189;Injoux-Génissiat;INJOUX-GENISSIAT
01200;01209;Léaz;LEAZ
01200;01257;Montanges;MONTANGES
01200;01033;Valserhône;VALSERHONE
01200;01448;Villes;VILLES
01200;74109;Éloise;ELOISE
01210;01160;Ferney-Voltaire;FERNEY-VOLTAIRE
01210;01281;Ornex;ORNEX
01210;01435;Versonnex;VERSONNEX
01220;01143;Divonne-les-Bains;DIVONNE-LES-BAINS
01220;01180;Grilly;GRILLY
01220;01397;Sauverny;SAUVERNY
01230;01013;Arandas;ARANDAS
01230;01017;Argis;ARGIS
01230;01076;Chaley;CHALEY
01230;01107;Cleyzieu;CLEYZIEU
01230;01111;Conand;CONAND
01230;01277;Nivollet-Montgriffon;NIVOLLET-MONTGRIFFON
01230;01279;Oncieu;ONCIEU
01230;01384;Saint-Rambert-en-Bugey;SAINT-RAMBERT-EN-BUGEY
01230;01416;Tenay;TENAY
01230;01421;Torcieu;TORCIEU
01230;01155;Évosges;EVOSGES
01240;01069;Certines;CERTINES
01240;01145;Dompierre-sur-Veyle;DOMPIERRE-SUR-VEYLE
01240;01085;La Chapelle-du-Châtelard;LA CHAPELLE DU CHATELARD
01240;01211;Lent;LENT
01240;01235;Marlieux;MARLIEUX
01240;01335;Saint-André-le-Bouchoux;SAINT-ANDRE-LE-BOUCHOUX
01240;01359;Saint-Germain-sur-Renon;SAINT-GERMAIN-SUR-RENOM
01240;01383;Saint-Paul-de-Varax;SAINT-PAUL-DE-VARAX
01250;01245;Bohas-Meyriat-Rignat;BOHAS-MEYRIAT-RIGNAT
01250;01072;Ceyzériat;CEYZERIAT
01250;01106;Cize;CIZE
01250;01125;Corveissiat;CORVEISSIAT
01250;01150;Drom;DROM
01250;01177;Grand-Corent;GRAND-CORENT
01250;01184;Hautecourt-Romanèche;HAUTECOURT-ROMANECHE
01250;01195;Jasseron;JASSERON
01250;01197;Journans;JOURNANS
01250;01254;Montagnat;MONTAGNAT
01250;01095;Nivigne et Suran;NIVIGNE ET SURAN
01250;01309;Pouillat;POUILLAT
01250;01317;Ramasse;RAMASSE
01250;01321;Revonnas;REVONNAS
01250;01369;Saint-Just;SAINT-JUST
01250;01408;Simandre-sur-Suran;SIMANDRE-SUR-SURAN
01250;01422;Tossiat;TOSSIAT
01250;01447;Villereversure;VILLEREVERSURE
01260;01453;Arvière-en-Valromey;ARVIERE-EN-VALROMEY
01260;01079;Champagne-en-Valromey;CHAMPAGNE-EN-VALROMEY
01260;01187;Haut Valromey;HAUT-VALROMEY
01260;01330;Ruffieu;RUFFIEU
01260;01036;Valromey-sur-Séran;VALROMEY-SUR-SERAN
01270;01029;Beaupont;BEAUPONT
01270;01108;Coligny;COLIGNY
01270;01147;Domsure;DOMSURE
01270;01296;Pirajoux;PIRAJOUX
01270;01391;Salavre;SALAVRE
01270;01432;Verjon;VERJON
01270;01445;Villemotier;VILLEMOTIER
01280;01313;Prévessin-Moëns;PREVESSIN-MOENS
01290;01042;Bey;BEY
01290;01046;Biziat;BIZIAT
01290;01123;Cormoranche-sur-Saône;CORMORANCHE-SUR-SAONE
01290;01134;Crottet;CROTTET
01290;01136;Cruzilles-lès-Mépillat;CRUZILLES-LES-MEPILLAT
01290;01179;Grièges;GRIEGES
01290;01203;Laiz;LAIZ
01290;01306;Pont-de-Veyle;PONT-DE-VEYLE
01290;01334;Saint-André-d'Huiriat;SAINT-ANDRE-D HUIRIAT
01290;01365;Saint-Jean-sur-Veyle;SAINT-JEAN-SUR-VEYLE
01300;01006;Ambléon;AMBLEON
01300;01009;Andert-et-Condon;ANDERT-CONDON
01300;01015;Arboys en Bugey;ARBOYS EN BUGEY
01300;01034;Belley;BELLEY
01300;01061;Brens;BRENS
01300;01058;Brégnier-Cordon;BREGNIER-CORDON
01300;01098;Chazey-Bons;CHAZEY-BONS
01300;01110;Colomieu;COLOMIEU
01300;01116;Contrevoz;CONTREVOZ
01300;01117;Conzieu;CONZIEU
01300;01141;Cuzieu;CUZIEU
01300;01338;Groslée-Saint-Benoit;GROSLEE-SAINT-BENOIT
01300;01193;Izieu;IZIEU
01300;01227;Magnieu;MAGNIEU
01300;01234;Marignieu;MARIGNIEU
01300;01239;Massignieu-de-Rives;MASSIGNIEU-DE-RIVES
01300;01268;Murs-et-Gélignieux;MURS-ET-GELIGNIEUX
01300;01286;Parves et Nattages;PARVES ET NATTAGES
01300;01294;Peyrieu;PEYRIEU
01300;01310;Prémeyzel;PREMEYZEL
01300;01358;Saint-Germain-les-Paroisses;ST-GERMAIN-LES-PAROISSES
01300;01454;Virignin;VIRIGNIN
01310;01065;Buellas;BUELLAS
01310;01115;Confrançon;CONFRANCON
01310;01140;Curtafond;CURTAFOND
01310;01259;Montcet;MONTCET
01310;01264;Montracol;MONTRACOL
01310;01301;Polliat;POLLIAT
01310;01375;Saint-Martin-le-Châtel;SAINT-MARTIN-LE-CHATEL
01310;01385;Saint-Rémy;SAINT-REMY
01320;01074;Chalamont;CHALAMONT
01320;01090;Châtenay;CHATENAY
01320;01092;Châtillon-la-Palud;CHATILLON-LA-PALUD
01320;01129;Crans;CRANS
01320;01381;Saint-Nizier-le-Désert;SAINT-NIZIER-LE-DESERT
01320;01449;Villette-sur-Ain;VILLETTE-SUR-AIN
01330;01005;Ambérieux-en-Dombes;AMBERIEUX-EN-DOMBES
01330;01045;Birieux;BIRIEUX
01330;01052;Bouligneux;BOULIGNEUX
01330;01207;Lapeyrouse;LAPEYROUSE
01330;01299;Le Plantay;LE PLANTAY
01330;01382;Sainte-Olive;SAINTE-OLIVE
01330;01434;Versailleux;VERSAILLEUX
01330;01443;Villars-les-Dombes;VILLARS-LES-DOMBES
01340;01024;Attignat;ATTIGNAT
01340;01130;Bresse Vallons;BRESSE VALLONS
01340;01040;Béréziat;BEREZIAT
01340;01163;Foissiat;FOISSIAT
01340;01196;Jayat;JAYAT
01340;01229;Malafretaz;MALAFRETAZ
01340;01236;Marsonnas;MARSONNAS
01340;01266;Montrevel-en-Bresse;MONTREVEL-EN-BRESSE
01340;01346;Saint-Didier-d'Aussiat;SAINT-DIDIER-D AUSSIAT
01340;01387;Saint-Sulpice;SAINT-SULPICE
01350;01010;Anglefort;ANGLEFORT
01350;01073;Ceyzérieu;CEYZERIEU
01350;01133;Cressin-Rochefort;CRESSIN-ROCHEFORT
01350;01138;Culoz-Béon;BEON
01350;01162;Flaxieu;FLAXIEU
01350;01208;Lavours;LAVOURS
01350;01302;Pollieu;POLLIEU
01350;01456;Vongnes;VONGNES
01360;01027;Balan;BALAN
01360;01062;Bressolles;BRESSOLLES
01360;01032;Béligneux;BELIGNEUX
01360;01224;Loyettes;LOYETTES
01370;01038;Bény;BENY
01370;01127;Courmangoux;COURMANGOUX
01370;01241;Meillonnas;MEILLONNAS
01370;01350;Saint-Étienne-du-Bois;SAINT-ETIENNE-DU-BOIS
01370;01426;Val-Revermont;VAL-REVERMONT
01380;01050;Boissey;BOISSEY
01380;01025;Bâgé-Dommartin;BAGE-DOMMARTIN
01380;01026;Bâgé-le-Châtel;BAGE-LE-CHATEL
01380;01332;Saint-André-de-Bâgé;SAINT-ANDRE-DE-BAGE
01380;01343;Saint-Cyr-sur-Menthon;SAINT-CYR-SUR-MENTHON
01380;01355;Saint-Genis-sur-Menthon;SAINT-GENIS-SUR-MENTHON
01390;01105;Civrieux;CIVRIEUX
01390;01248;Mionnay;MIONNAY
01390;01261;Monthieux;MONTHIEUX
01390;01318;Rancé;RANCE
01390;01333;Saint-André-de-Corcy;SAINT-ANDRE-DE-CORCY
01390;01362;Saint-Jean-de-Thurigneux;SAINT-JEAN-DE-THURIGNEUX
01390;01371;Saint-Marcel;SAINT-MARCEL-EN-DOMBES
01390;01424;Tramoyes;TRAMOYES
01400;01084;Chanoz-Châtenay;CHANOZ-CHATENAY
01400;01093;Châtillon-sur-Chalaronne;CHATILLON-SUR-CHALARONNE
01400;01113;Condeissiat;CONDEISSIAT
01400;01146;Dompierre-sur-Chalaronne;DOMPIERRE-SUR-CHALARONNE
01400;01001;L'Abergement-Clémenciat;L'ABERGEMENT-CLEMENCIAT
01400;01272;Neuville-les-Dames;NEUVILLE-LES-DAMES
01400;01328;Romans;ROMANS
01400;01356;Saint-Georges-sur-Renon;SAINT-GEORGES-SUR-RENOM
01400;01393;Sandrans;SANDRANS
01400;01412;Sulignat;SULIGNAT
01410;01081;Champfromier;CHAMPFROMIER
01410;01104;Chézery-Forens;CHEZERY-FORENS
01410;39274;Lajoux;LAJOUX
01410;01210;Lélex;LELEX
01410;01247;Mijoux;MIJOUX
01420;01082;Chanay;CHANAY
01420;01118;Corbonod;CORBONOD
01420;01407;Seyssel;SEYSSEL
01420;01215;Surjoux-Lhopital;SURJOUX-LHOPITAL
01430;01067;Ceignes;CEIGNES
01430;01101;Chevillard;CHEVILLARD
01430;01112;Condamine;CONDAMINE-LA-DOYE
01430;01191;Izenave;IZENAVE
01430;01206;Lantenay;LANTENAY
01430;01228;Maillat;MAILLAT
01430;01282;Outriaz;OUTRIAZ
01430;01293;Peyriat;PEYRIAT
01430;01373;Saint-Martin-du-Frêne;ST-MARTIN-DU-FRESNE
01430;01441;Vieu-d'Izenave;VIEU-D IZENAVE
01440;01451;Viriat;VIRIAT
01450;01051;Bolozon;BOLOZON
01450;01068;Cerdon;CERDON
01450;01077;Challes-la-Montagne;CHALLES-LA-MONTAGNE
01450;01200;Labalme;LABALME
01450;01214;Leyssard;LEYSSARD
01450;01242;Mérignat;MERIGNAT
01450;01303;Poncin;PONCIN
01450;01331;Saint-Alban;SAINT-ALBAN
01450;01404;Serrières-sur-Ain;SERRIERES-SUR-AIN
01460;01063;Brion;BRION
01460;01170;Béard-Géovreissiat;BEARD-GEOVREISSIAT
01460;01265;Montréal-la-Cluse;MONTREAL LA CLUSE
01460;01269;Nantua;NANTUA
01460;01267;Nurieux-Volognat;NURIEUX-VOLOGNAT
01460;01307;Port;PORT
01470;01064;Briord;BRIORD
01470;01037;Bénonces;BENONCES
01470;01255;Montagnieu;MONTAGNIEU
01470;01400;Seillonnaz;SEILLONNAZ
01470;01403;Serrières-de-Briord;SERRIERES-DE-BRIORD
01480;01021;Ars-sur-Formans;ARS-SUR-FORMANS
01480;01030;Beauregard;BEAUREGARD
01480;01075;Chaleins;CHALEINS
01480;01157;Fareins;FAREINS
01480;01166;Frans;FRANS
01480;01194;Jassans-Riottier;JASSANS-RIOTTIER
01480;01243;Messimy-sur-Saône;MESSIMY SUR SAONE
01480;01398;Savigneux;SAVIGNEUX
01480;01446;Villeneuve;VILLENEUVE
01500;01007;Ambronay;AMBRONAY
01500;01008;Ambutrix;AMBUTRIX
01500;01004;Ambérieu-en-Bugey;AMBERIEU-EN-BUGEY
01500;01041;Bettant;BETTANT
01500;01089;Château-Gaillard;CHATEAU-GAILLARD
01500;01149;Douvres;DOUVRES
01500;01345;Saint-Denis-en-Bugey;SAINT-DENIS-EN-BUGEY
01500;01379;Saint-Maurice-de-Rémens;SAINT-MAURICE-DE-REMENS
01510;01019;Armix;ARMIX
01510;01022;Artemare;ARTEMARE
01510;01453;Arvière-en-Valromey;ARVIERE-EN-VALROMEY
01510;01098;Chazey-Bons;CHAZEY-BONS
01510;01100;Cheignieu-la-Balme;CHEIGNIEU-LA-BALME
01510;01066;La Burbanche;LA BURBANCHE
01510;01280;Ordonnaz;ORDONNAZ
01510;01329;Rossillon;ROSSILLON
01510;01372;Saint-Martin-de-Bavel;SAINT-MARTIN-DE-BAVEL
01510;01415;Talissieu;TALISSIEU
01510;01452;Virieu-le-Grand;VIRIEU-LE-GRAND
01540;01291;Perrex;PERREX
01540;01368;Saint-Julien-sur-Veyle;SAINT-JULIEN-SUR-VEYLE
01540;01457;Vonnas;VONNAS
01550;01109;Collonges;COLLONGES
01550;01158;Farges;FARGES
01550;01308;Pougny;POUGNY
01560;01124;Cormoz;CORMOZ
01560;01128;Courtes;COURTES
01560;01139;Curciat-Dongalon;CURCIAT-DONGALON
01560;01212;Lescheroux;LESCHEROUX
01560;01230;Mantenay-Montlin;MANTENAY-MONTLIN
01560;01364;Saint-Jean-sur-Reyssouze;SAINT-JEAN-SUR-REYSSOUZE
01560;01367;Saint-Julien-sur-Reyssouze;SAINT-JULIEN-SUR-REYSSOUZE
01560;01380;Saint-Nizier-le-Bouchoux;SAINT-NIZIER-LE-BOUCHOUX
01560;01388;Saint-Trivier-de-Courtes;SAINT-TRIVIER-DE-COURTES
01560;01406;Servignat;SERVIGNAT
01560;01433;Vernoux;VERNOUX
01560;01437;Vescours;VESCOURS
01570;01023;Asnières-sur-Saône;ASNIERES-SUR-SAONE
01570;01159;Feillens;FEILLENS
01570;01231;Manziat;MANZIAT
01570;01439;Vésines;VESINES
01580;01192;Izernore;IZERNORE
01580;01240;Matafelon-Granges;MATAFELON-GRANGES
01580;01392;Samognat;SAMOGNAT
01580;01410;Sonthonnax-la-Montagne;SONTHONNAX-LA-MONTAGNE
01590;39102;Chancia;CHANCIA
01590;01148;Dortan;DORTAN
01590;39283;Lavancia-Epercy;LAVANCIA EPERCY
01600;01238;Massieux;MASSIEUX
01600;01250;Misérieux;MISERIEUX
01600;01285;Parcieux;PARCIEUX
01600;01322;Reyrieux;REYRIEUX
01600;01339;Saint-Bernard;SAINT-BERNARD
01600;01347;Saint-Didier-de-Formans;SAINT-DIDIER-DE-FORMANS
01600;01353;Sainte-Euphémie;SAINTE-EUPHEMIE
01600;01423;Toussieux;TOUSSIEUX
01600;01427;Trévoux;TREVOUX
01630;01078;Challex;CHALLEX
01630;01288;Péron;PERON
01630;01354;Saint-Genis-Pouilly;ST-GENIS-POUILLY
01630;01360;Saint-Jean-de-Gonville;ST-JEAN-DE-GONVILLE
01630;01401;Sergy;SERGY
01640;01056;Boyeux-Saint-Jérôme;BOYEUX-SAINT-JEROME
01640;01199;Jujurieux;JUJURIEUX
01640;01002;L'Abergement-de-Varey;ABERGEMENT-DE-VAREY (L )
01640;01363;Saint-Jean-le-Vieux;SAINT-JEAN-LE-VIEUX
01660;01096;Chaveyriat;CHAVEYRIAT
01660;01246;Mézériat;MEZERIAT
01660;01429;Vandeins;VANDEINS
01680;01190;Innimond;INNIMOND
01680;01216;Lhuis;LHUIS
01680;01219;Lompnas;LOMPNAS
01680;01233;Marchamp;MARCHAMP
01700;01043;Beynost;BEYNOST
01700;01249;Miribel;MIRIBEL
01700;01275;Neyron;NEYRON
01700;01376;Saint-Maurice-de-Beynost;SAINT-MAURICE-DE-BEYNOST
01710;01419;Thoiry;THOIRY
01750;01134;Crottet;CROTTET
01750;01320;Replonges;REPLONGES
01750;01370;Saint-Laurent-sur-Saône;SAINT-LAURENT-SUR-SAONE
01800;01054;Bourg-Saint-Christophe;BOURG-SAINT-CHRISTOPHE
01800;01088;Charnoz-sur-Ain;CHARNOZ-SUR-AIN
01800;01156;Faramans;FARAMANS
01800;01198;Joyeux;JOYEUX
01800;01260;Le Montellier;LE MONTELLIER
01800;01244;Meximieux;MEXIMIEUX
01800;01290;Pérouges;PEROUGES
01800;01325;Rignieux-le-Franc;RIGNIEUX-LE-FRANC
01800;01361;Saint-Jean-de-Niost;SAINT-JEAN-DE-NIOST
01800;01378;Saint-Maurice-de-Gourdans;SAINT-MAURICE-DE-GOURDANS
01800;01349;Saint-Éloi;SAINT-ELOI
01800;01450;Villieu-Loyes-Mollon;VILLIEU-LOYES-MOLLON
01851;01232;Marboz;MARBOZ
01960;01289;Péronnas;PERONNAS
01960;01336;Saint-André-sur-Vieux-Jonc;SAINT-ANDRE-SUR-VIEUX-JONC
01960;01405;Servas;SERVAS
01990;01028;Baneins;BANEINS
01990;01083;Chaneins;CHANEINS
01990;01319;Relevant;RELEVANT
01990;01389;Saint-Trivier-sur-Moignans;SAINT-TRIVIER-SUR-MOIGNANS
02000;02037;Aulnois-sous-Laon;AULNOIS SOUS LAON
02000;02046;Barenton-Bugny;BARENTON BUGNY
02000;02047;Barenton-Cel;BARENTON CEL
02000;02108;Bourguignon-sous-Montbavin;BOURGUIGNON SOUS MONTBAVIN
02000;02115;Braye-en-Laonnois;BRAYE EN LAONNOIS
02000;02155;Chaillevois;CHAILLEVOIS
02000;02157;Chambry;CHAMBRY
02000;02174;Chavignon;CHAVIGNON
02000;02183;Chevregny;CHEVREGNY
02000;02191;Chivy-lès-Étouvelles;CHIVY LES ETOUVELLES
02000;02180;Chéry-lès-Pouilly;CHERY LES POUILLY
02000;02196;Clacy-et-Thierret;CLACY ET THIERRET
02000;02311;Filain;FILAIN
02000;02407;Laniscourt;LANISCOURT
02000;02408;Laon;LAON
02000;02478;Merlieux-et-Fouquerolles;MERLIEUX ET FOUQUEROLLES
02000;02489;Molinchart;MOLINCHART
02000;02490;Monampteuil;MONAMPTEUIL
02000;02497;Mons-en-Laonnois;MONS EN LAONNOIS
02000;02499;Montbavin;MONTBAVIN
02000;02589;Pargny-Filain;PARGNY FILAIN
02000;02661;Royaucourt-et-Chailvet;ROYAUCOURT ET CHAILVET
02000;02755;Urcel;URCEL
02000;02765;Vaucelles-et-Beffecourt;VAUCELLES ET BEFFECOURT
02000;02787;Verneuil-sur-Serre;VERNEUIL SUR SERRE
02000;02294;Étouvelles;ETOUVELLES
02100;02288;Essigny-le-Petit;ESSIGNY LE PETIT
02100;02303;Fayet;FAYET
02100;02355;Gricourt;GRICOURT
02100;02371;Harly;HARLY
02100;02420;Lesdins;LESDINS
02100;02525;Morcourt;MORCOURT
02100;02549;Neuville-Saint-Amand;NEUVILLE SAINT AMAND
02100;02571;Omissy;OMISSY
02100;02637;Remaucourt;REMAUCOURT
02100;02659;Rouvroy;ROUVROY
02100;02691;Saint-Quentin;SAINT QUENTIN
02110;02006;Aisonville-et-Bernoville;AISONVILLE ET BERNOVILLE
02110;02057;Beaurevoir;BEAUREVOIR
02110;02061;Becquigny;BECQUIGNY
02110;02095;Bohain-en-Vermandois;BOHAIN EN VERMANDOIS
02110;02112;Brancourt-le-Grand;BRANCOURT LE GRAND
02110;02240;Croix-Fonsomme;CROIX-FONSOMME
02110;02310;Fieulaine;FIEULAINE
02110;02319;Fonsomme;FONSOMME
02110;02322;Fontaine-Notre-Dame;FONTAINE NOTRE DAME
02110;02323;Fontaine-Uterte;FONTAINE UTERTE
02110;02358;Grougis;GROUGIS
02110;02760;La Vallée-Mulâtre;LA VALLEE MULATRE
02110;02488;Molain;MOLAIN
02110;02500;Montbrehain;MONTBREHAIN
02110;02511;Montigny-en-Arrouaise;MONTIGNY EN ARROUAISE
02110;02618;Prémont;PREMONT
02110;02635;Ramicourt;RAMICOURT
02110;02647;Ribeauville;RIBEAUVILLE
02110;02683;Saint-Martin-Rivière;SAINT MARTIN RIVIERE
02110;02703;Seboncourt;SEBONCOURT
02110;02709;Serain;SERAIN
02110;02769;Vaux-Andigny;VAUX ANDIGNY
02110;02293;Étaves-et-Bocquiaux;ETAVES ET BOCQUIAUX
02120;02035;Audigny;AUDIGNY
02120;02070;Bernot;BERNOT
02120;02188;Chigny;CHIGNY
02120;02206;Colonfay;COLONFAY
02120;02244;Crupilly;CRUPILLY
02120;02313;Flavigny-le-Grand-et-Beaurain;FLAVIGNY LE GRAND ET BEAURAIN
02120;02783;Grand-Verly;GRAND VERLY
02120;02361;Guise;GUISE
02120;02376;Hauteville;HAUTEVILLE
02120;02403;Landifay-et-Bertaignemont;LANDIFAY ET BERTAIGNEMONT
02120;02379;Le Hérie-la-Viéville;LE HERIE LA VIEVILLE
02120;02422;Lesquielles-Saint-Germain;LESQUIELLES SAINT GERMAIN
02120;02450;Macquigny;MACQUIGNY
02120;02455;Malzy;MALZY
02120;02469;Marly-Gomont;MARLY GOMONT
02120;02494;Monceau-sur-Oise;MONCEAU SUR OISE
02120;02563;Noyales;NOYALES
02120;02624;Proisy;PROISY
02120;02625;Proix;PROIX
02120;02629;Puisieux-et-Clanlieu;PUISIEUX ET CLANLIEU
02120;02654;Romery;ROMERY
02120;02668;Sains-Richaumont;SAINS RICHAUMONT
02120;02753;Tupigny;TUPIGNY
02120;02757;Vadencourt;VADENCOURT
02120;02814;Villers-lès-Guise;VILLERS LES GUISE
02120;02832;Wiège-Faty;WIEGE FATY
02130;02022;Arcy-Sainte-Restitue;ARCY SAINTE RESTITUE
02130;02083;Beuvardes;BEUVARDES
02130;02127;Bruyères-sur-Fère;BRUYERES SUR FERE
02130;02193;Cierges;CIERGES
02130;02220;Coulonges-Cohan;COULONGES COHAN
02130;02227;Courmont;COURMONT
02130;02233;Cramaille;CRAMAILLE
02130;02271;Dravegny;DRAVEGNY
02130;02332;Fresnes-en-Tardenois;FRESNES EN TARDENOIS
02130;02305;Fère-en-Tardenois;FERE EN TARDENOIS
02130;02351;Goussancourt;GOUSSANCOURT
02130;02442;Loupeigne;LOUPEIGNE
02130;02462;Mareuil-en-Dôle;MAREUIL EN DOLE
02130;02655;Ronchères;RONCHERES
02130;02699;Saponay;SAPONAY
02130;02712;Sergy;SERGY
02130;02713;Seringes-et-Nesles;SERINGES ET NESLES
02130;02806;Villeneuve-sur-Fère;VILLENEUVE SUR FERE
02130;02809;Villers-Agron-Aiguizy;VILLERS AGRON AIGUIZY
02130;02816;Villers-sur-Fère;VILLERS SUR FERE
02130;02794;Vézilly;VEZILLY
02140;02044;Bancigny;BANCIGNY
02140;02116;Braye-en-Thiérache;BRAYE EN THIERACHE
02140;02136;Burelles;BURELLES
02140;02256;Dagny-Lambercy;DAGNY LAMBERCY
02140;02321;Fontaine-lès-Vervins;FONTAINE LES VERVINS
02140;02331;Franqueville;FRANQUEVILLE
02140;02341;Gercy;GERCY
02140;02357;Gronard;GRONARD
02140;02369;Harcigny;HARCIGNY
02140;02373;Hary;HARY
02140;02377;Haution;HAUTION
02140;02384;Houry;HOURY
02140;02391;Jeantes;JEANTES
02140;02109;La Bouteille;LA BOUTEILLE
02140;02759;La Vallée-au-Blé;LA VALLEE AU BLE
02140;02401;Laigny;LAIGNY
02140;02404;Landouzy-la-Cour;LANDOUZY LA COUR
02140;02405;Landouzy-la-Ville;LANDOUZY LA VILLE
02140;02731;Le Sourd;LE SOURD
02140;02416;Lemé;LEME
02140;02444;Lugny;LUGNY
02140;02463;Marfontaine;MARFONTAINE
02140;02535;Nampcelles-la-Cour;NAMPCELLES LA COUR
02140;02608;Plomion;PLOMION
02140;02623;Prisces;PRISCES
02140;02652;Rogny;ROGNY
02140;02657;Rougeries;ROUGERIES
02140;02681;Saint-Gobert;SAINT GOBERT
02140;02688;Saint-Pierre-lès-Franqueville;SAINT PIERRE LES FRANQUEVILLE
02140;02740;Thenailles;THENAILLES
02140;02789;Vervins;VERVINS
02140;02823;Voharies;VOHARIES
02140;02826;Voulpaix;VOULPAIX
02150;02705;La Selve;LA SELVE
02150;02409;Lappion;LAPPION
02150;02553;Nizy-le-Comte;NIZY LE COMTE
02150;02720;Sissonne;SISSONNE
02160;02058;Beaurieux;BEAURIEUX
02160;02091;Blanzy-lès-Fismes;BLANZY LES FISMES
02160;02104;Bouffignereux;BOUFFIGNEREUX
02160;02106;Bourg-et-Comin;BOURG ET COMIN
02160;02171;Chaudardes;CHAUDARDES
02160;02208;Concevreux;CONCEVREUX
02160;02234;Craonne;CRAONNE
02160;02235;Craonnelle;CRAONNELLE
02160;02250;Cuiry-lès-Chaudardes;CUIRY LES CHAUDARDES
02160;02252;Cuissy-et-Geny;CUISSY ET GENY
02160;02364;Guyencourt;GUYENCOURT
02160;02396;Jumigny;JUMIGNY
02160;02803;La Ville-aux-Bois-lès-Pontavert;LA VILLE AUX BOIS LES PONTAVER
02160;02439;Les Septvallons;LES SEPTVALLONS
02160;02453;Maizy;MAIZY
02160;02482;Meurival;MEURIVAL
02160;02530;Moulins;MOULINS
